,id,sentence_text,cluster
582,sc.19_37_22_39_38,ثم ذكر عنهم ما قدحوا به في الرسول، وهو نسبته إلى الشعر والجنون، وأنهم ليسوا بتاركي آلهتهم له ولما جاء به، فجمعوا بين إنكار الوحدانية وإنكار الرسالة.,-1
583,sc.19_37_22_39_39,وقولهم: {لشاعر مجنون}: تخليط في كلامهم، وارتباك في غيهم.,63
584,sc.19_37_22_39_40,فإن الشاعر هو عنده من الفهم والحذق وجودة الإدراك ما ينظم به المعاني الغريبة ويصوغها في قالب الألفاظ البديعة، ومن كان مجنوناً لا يصل إلى شيء من ذلك.,63
585,sc.19_37_22_39_41,ثم أضرب تعالى عن كلامهم، وأخبر بأن جاء الحق، وهو إثبات الذي لا يلحقه إضمحلال، فليس ما جاء به شعراً، بل هو الحق الذي لا شك فيه.,63
586,sc.19_37_22_39_42,ثم أخبر أنه صدق من تقدمه من المرسلين، إذ هو وهم على طريقة واحدة في دعوى الأمم إلى التوحيد وترك عبادة غيره.,63
587,sc.19_37_22_39_43,وقرأ عبد الله: وصدق بتخفيف الدال، المرسلون بالواو رفعاً، أي وصدق المرسلون في التبشير به وفي أنه يأتي آخرهم.,-1
588,sc.19_37_22_39_44,وقرأ الجمهور: {لذائقو العذاب}، بحذف النون للإضافة؛ وأبو السمال، وأبان، عن ثعلبة، عن عاصم: بحذفها لالتقاء لام التعريف ونصب العذاب.,74
589,sc.19_37_22_39_45,كما خذف بعضهم التنوين لذلك في قراءة من قرأ أحد الله، ونقل ابن عطية عن أبي السمال أنه قرأ: لذائق منوناً، العذاب بالنصب، ويخرج على أن التقدير جمع، وإلأ لم يتطابق المفرد وضمير الجمع في {إنكم}، وقول الشاعر: فألفيته غير مستعتب ولا ذاكر الله إلا قليلاً وقرىء: لذائقون بالنون، العذاب بالنصب، وما ترون إلا جزاء مثل عملكم، إذ هو ثمرة عملكم.,74
590,sc.98_37_22_26_0,أي إذا أحضروا يوم القيامة، وعاينوا ما به يكذبون، ورأوا ما به يستسخرون، يؤمر بهم إلى النار، التي بها كانوا يكذبون، فيقال: {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ} أنفسهم بالكفر والشرك والمعاصي، {وَأَزْوَاجَهُمْ} الذين من جنس عملهم، كل يُضم إلى من يجانسه في العمل.,-1
591,sc.98_37_22_26_1,{وَمَا كَانُواْ يَعْبُدُونَ * مِن دُونِ ٱللَّهِ} من الأصنام والأنداد التي زعموها، فاجمعوهم جميعاً {فَٱهْدُوهُمْ إِلَىٰ صِرَاطِ ٱلْجَحِيمِ} أي: سوقوهم سوقاً عنيفاً إلى جهنم.,43
592,sc.98_37_22_26_2,وبعد ما يتعين أمرهم إلى النار، ويعرفون أنهم من أهل دار البوار، يقال: {وَقِفُوهُمْ} قبل أن توصلوهم إلى جهنم {إِنَّهُمْ مَّسْئُولُونَ} عمّا كانوا يفترونه في الدنيا، ليظهر على رؤوس الأشهاد كذبهم وفضيحتهم.,-1
593,sc.98_37_22_26_3,فيقال لهم: {مَا لَكُمْ لاَ تَنَاصَرُونَ} أي: ما الذي جرى عليكم اليوم؟,71
594,sc.98_37_22_26_4,وما الذي طرقكم لا ينصر بعضكم بعضاً، ولا يغيث بعضكم بعضاً، بعدما كنتم تزعمون في الدنيا، أن آلهتكم ستدفع عنكم العذاب وتغيثكم وتشفع لكم عند اللّه، فكأنهم لا يجيبون هذا السؤال، لأنهم قد علاهم الذل والصغار، واستسلموا لعذاب النار، وخشعوا وخضعوا وأبلسوا، فلم ينطقوا.,70
595,sc.98_37_22_26_5,ولهذا قال: {بَلْ هُمُ ٱلْيَوْمَ مُسْتَسْلِمُونَ}.,3
596,sc.52_37_23_23_0,{مِن دُونِ ٱللَّهِ} من الأصنام ونحوها، وحشرهم معهم لزيادة التحسير والتخجيل، و {مَا} قيل عام في كل معبود حتى الملائكة والمسيح وعزير عليهم السلام لكن خص منه البعض بقوله تعالى: {إِنَّ ٱلَّذِينَ سَبَقَتْ لَهُمْ مّنَّا ٱلْحُسْنَىٰ} [الأنبياء: 101] الآية.,43
597,sc.52_37_23_23_1,وقيل {مَا} كناية عن الأصنام والأوثان فهي لما لا يعقل فقط لأن الكلام في المشركين عبدة ذلك، وقيل {مَا} على عمومها والأصنام ونحوها غير داخلة لأن جميع المشركين إنما عبدوا الشياطين التي حملتهم على عبادتها، ولا يناسب هذا تفسير {أَزْوٰجِهِمْ} [الصافات: 22] بقرنائهم من الشياطين، ومع هذا التخصيصُ أقرب، وفي هذا العطف دلالة على أن {ٱلَّذِينَ ظَلَمُواْ} المشركون وهم الأحقاء بهذا الوصف فإن الشرك لظلم عظيم.,43
598,sc.52_37_23_23_2,{فَٱهْدُوهُمْ إِلَىٰ صِرٰطِ ٱلْجَحِيمِ} فعرفوهم طريقها وأروهم إياه، والمراد بالجحيم النار ويطلق على طبقة من طبقاتها وهو من الجحمة شدة تأجج النار، والتعبير بالصراط والهداية للتهكم بهم.,31
599,sc.97_37_13_24_0,ثم أخبر عن خذلان أهل الحرمان بقوله تعالى: {وَإِذَا ذُكِّرُواْ لاَ يَذْكُرُونَ} [الصافات: 13]، يشير إلى أنهم نسوا الله غاية النسيان بحيث لا يذكرونه، {وَإِذَا ذُكِّرُواْ} يعني: الله {لاَ يَذْكُرُونَ} لا يتذكرون، {وَإِذَا رَأَوْاْ آيَةً} [الصافات: 14]؛ أي: رجلاً يكون آية من آيات الله {يَسْتَسْخِرُونَ} [الصافات: 14]؛ يسخرون به ويعرضون عن الإيمان، ويقولون لما يأتي به: {إِن هَـٰذَآ إِلاَّ سِحْرٌ مُّبِينٌ * أَءِذَا مِتْنَا وَكُنَّا تُرَاباً وَعِظَاماً أَءِنَّا لَمَبْعُوثُونَ * أَوَ آبَآؤُنَا ٱلأَوَّلُونَ} [الصافات: 15 - 17] يبعثون.,17
600,sc.97_37_13_24_1,قالوا: على وجهة الاستبعاد والمعرفة لهم مفقودة، والبصائر لهم مسدودة، وقلوبهم عن التوحيد مصدودة، {قُلْ نَعَمْ وَأَنتُمْ دَاخِرُونَ} [الصافات: 18] على وجه الفقر تبعثون، وبزجرةٍ واحدةٍ تحشرون، كما قال: {فَإِنَّمَا هِيَ زَجْرَةٌ وَاحِدَةٌ فَإِذَا هُمْ} [الصافات: 19] قيام {يَنظُرُونَ} [الصافات: 19]، حيارى كأنهم سكارى، {وَقَالُواْ يٰوَيْلَنَا هَـٰذَا يَوْمُ ٱلدِّينِ} [الصافات: 20] دعوا بالويل على أنفسهم حين لا ينفعهم الويل؛ فيقال لهم: {هَـٰذَا يَوْمُ ٱلْفَصْلِ} [الصافات: 21] الذي كذبتم به، وقد عاينتم {ٱلَّذِي كُنتُمْ بِهِ تُكَذِّبُونَ * ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوَاجَهُمْ} [الصافات: 21 - 22]، يشير به إلى حشر النفوس ولعبادها {وَمَا كَانُواْ يَعْبُدُونَ * مِن دُونِ ٱللَّهِ} [الصافات: 22 - 23] من الهوى والدنيا والشيطان {فَٱهْدُوهُمْ إِلَىٰ صِرَاطِ ٱلْجَحِيمِ} [الصافات: 23]، فإنهم كانوا في الدنيا يهدون إلى هذا الصراط، وأنهم يحشرون على ما ماتوا عليه، وكذلك من أعان صاحب فترة في فترته أو صاحب زلة في زلته كان مشاركاً في عقوبته، واستحقاق طرده وإبعاده، كما أشركت النفوس والأجساد في الثواب والعقاب؛ لقوله: {وَقِفُوهُمْ إِنَّهُمْ مَّسْئُولُونَ} [الصافات: 24]، فيه إشارة إلى أن للسالك في كل مقام وقفة تناسب ذلك المقام، وهو مسئول عن أداء حقوق ذلك المقام، فإن خرج عن عهدة جوابه بالصواب أذن في العبور وإلاَّ بقي موقوفاً رهيناً بأحواله إلى أن يؤدي حقوقه، فمن السؤال صعب وقوم يسألهم الملك، فالذين يسألهم الملائكة أقوام لهم أعمال صالحة تصلح للعرض والكشف، وأقوام لهم أعمال لا تصلح للكشف، وهم قسمان: الخواص يسترهم الحق عن إطلاع الخلق عليهم في الدنيا والآخرة.,33
601,sc.97_37_13_24_2,وأقوام هم أرباب الزلات يختصهم الله برحمته فلا يفضحهم.,60
602,sc.97_37_13_24_3,"ثم إنهم يكونون في بعض أحوالهم بعين الهيبة، وفي بعض أحوالهم بنعت البسط والقربة، وفي الخبر: إن أقواماً يسترهم بكنفه، عن عبد الله بن عمر يقول: سمعت رسول الله صلى الله عليه وسلم يقول: \"" إن الله يُدني المؤمنين يوم القيامة حتى يضع عليه كنفه يستره من الناس، فيقول: أي عبدي تعرف ذنبك كذا وكذا، فيقول: نعم أي رب، ثم يقول: أي عبدي تعرف ذنبك كذا وكذا، فيقول: نعم أي رب، حتى إذا قرره بذنوبه ورأى في نفسه قد هلك قال: فإني سترتها عليك في الدنيا، وقد غفرتها لك اليوم، ثم يعطى كتاب حسناته، وأما الكفار والمنافقين فيقول الأشهاد: هؤلاء الذين كذبوا على ربهم، ألا لعنة الله على الظالمين \""، حديث متفق على صحته.",-1
603,sc.97_37_13_24_4,وأما الأغيار والأجانب فيقال لهم: {كَفَىٰ بِنَفْسِكَ ٱلْيَوْمَ عَلَيْكَ حَسِيباً} [الإسراء: 14] فإذا قرءوا كتابهم يقال لهم ما جزاء من عمل هذا؟,-1
604,sc.97_37_13_24_5,فيقول: جزاؤه النار، فيقال لهم: ادخلوها بحكمهم.,27
605,sc.11_37_19_40_0,قال عز وجل: {فَإِنَّمَا هِىَ زَجْرَةٌ وٰحِدَةٌ} يعني: صيحة ونفخة واحدة، ولا يحتاج إلى الأخرى {فَإِذَا هُم} يعني: الخلائق {يَنظُرُونَ} يعني: يخرجون من قبورهم وينظرون إلى السماء كيف غيرت والأرض كيف بدلت، فلما عاينوا البعث ذكروا قول الرسل: إن البعث حق {وَقَالُواْ يٰوَيْلَنَا هَـٰذَا يَوْمُ ٱلدّينِ} يعني يوم الحساب، ويقال يوم الجزاء، فردت عليهم الحفظة ويقولون {هَـٰذَا يَوْمُ ٱلْفَصْلِ ٱلَّذِى كُنتُمْ بِهِ تُكَذّبُونَ} أنه لا يكون، ثم ينادي المنادي {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ} يعني: سوقوا الذين كفروا {وَأَزْوٰجُهُمْ} يعني: وأشباههم، ويقال وقرناءهم وضرباءهم، ويقال وأشياعهم وأعوانهم، ويقال وأمثالهم {وَمَا كَانُواْ يَعْبُدُونَ مِن دُونِ ٱللَّهِ} يعني: من الشياطين الذين أضلوهم، ويقال كل معبود وكل من يطاع في المعصية {فَٱهْدُوهُمْ} يعني: ادعوهم جميعاً ويقال اذهبوا بهم وسوقوهم جميعاً {إِلَىٰ صِرٰطِ ٱلْجَحِيمِ} يعني: إلى طريق الجحيم، والجحيم: ما عظم من النار، ويقال: إلى وسط الجحيم، فلما انطلق بهم إلى جهنم أرسل الله عز وجل ملكاً يقول {وَقِفُوهُمْ} أي احبسوهم {إِنَّهُمْ مَّسْئُولُونَ} عن ترك قول لا إلٰه إلاَّ الله، ويقال في الآية تقديم يعني يقال لهم قفوا قبل ذلك، فحبسوا أو سئلوا ثم يساق بهم إلى الجحيم فيقال لهم {مَا لَكُمْ لاَ تَنَـٰصَرُونَ} يعني: لم ينصر بعضكم بعضاً ولا يدفع بعضكم عن بعض كما كنتم تفعلون في الدنيا قوله عز وجل: {بَلْ هُمُ ٱلْيَوْمَ مُسْتَسْلِمُونَ} أي خاضعون ذليلون {وَأَقْبَلَ بَعْضُهُمْ عَلَىٰ بَعْضٍ يَتَسَاءلُونَ} يعني: يسأل ويخاصم بعضهم بعضاً القادة والسفلة، والعابد والمعبود ومتابعي الشيطان للشيطان، ويقال: يتساءلون يعني يتلاومون، {قَالُواْ} يعني: السفلة للرؤساء {إِنَّكُمْ كُنتُمْ تَأْتُونَنَا عَنِ ٱلْيَمِينِ} يعني: من قبل الحق أي الدين فزينتم لنا ضلالتنا، وروي عن الفراء أنه قال: {ٱلْيَمِينِ} في اللغة القوة والقدرة، ومعناه إنكم كنتم تأتوننا بأقوى الحيل وكنتم تزينون علينا أعمالنا، وقال الضحاك: تقول السفلة للقادة إنكم قادرون وظاهرون علينا، ونحن ضعفاء أذلاء في أيديكم، روى ابن أبي نجيح عن مجاهد قال {تَأْتُونَنَا عَنِ ٱلْيَمِينِ} عن الحق، يعني: الكفار يقولون للشيطان، وقال القتبي: إنما يقول هذا المشركون لقرنائهم من الشياطين {إِنَّكُمْ كُنتُمْ تَأْتُونَنَا عَنِ ٱلْيَمِينِ} يعني: عن أيماننا، لأن إبليس قال: {لآتِيَنَّهُم مِّن بَيْنِ أَيْدِيهِمْ وَمِنْ خَلْفِهِمْ وَعَنْ أَيْمَـٰنِهِمْ وَعَن شَمَآئِلِهِمْ} [الأعراف: 17] وقال المفسرون: من أتاه الشيطان من قبل اليمين أتاه من قبل الدين وليس عليه الحق، ومن أتاه من قبل الشمال أتاه من قبل الشهوات، ومن أتاه من بين يديه أتاه من قبل التكذيب بالقيامة، ومن أتاه من خلفه خوفه الفقر على نفسه وعلى من يخلف بعده، فلم يصل رحماً، ولم يؤد زكاة، وقال المشركون لقرنائهم إنكم كنتم تأتوننا عن اليمين في الدنيا من جهة الدين، يعني أضللتمونا {قَالُواْ} لهم قرناؤهم {بَلْ لَّمْ تَكُونُواْ مُؤْمِنِينَ} أي لم تكونوا على حق فتشبه عليكم ونزيلكم عنه إلى الباطل {وَمَا كَانَ لَنَا عَلَيْكُمْ مّن سُلْطَـٰنٍ} يعني: من قدرة فنقهركم، ويقال من ملك فنجبركم عليه {بَلْ كُنتُمْ قَوْماً طَـٰغِينَ} يعني: كافرين عاصين {فَحَقَّ عَلَيْنَا} يعني: وجب علينا جميعاً {قَوْلُ رَبّنَا} وهو السخط، ويقال قول ربنا يوم قال لإبليس {لأَمْلاّنَّ جَهَنَّمَ مِنكَ وَمِمَّن تَبِعَكَ مِنْهُمْ أَجْمَعِينَ} [ص: 85] {إِنَّا لَذَائِقُونَ} يعني: العذاب جميعاً في النار، قوله عز وجل: {فَأَغْوَيْنَـٰكُمْ} يعني: أضللناكم عن الهدى {إِنَّا كُنَّا غَـٰوِينَ} يعني: ضالين يقول الله تعالى: {فَإِنَّهُمْ} يعني: الكفار والشياطين {يَوْمَئِذٍ فِى ٱلْعَذَابِ مُشْتَرِكُونَ} يعني: شركاء في النار وفي العذاب يوم القيامة {إِنَّا كَذَلِكَ نَفْعَلُ بِٱلْمُجْرِمِينَ} يعني: هكذا نفعل بمن أشرك، فنجمع بينهم وبين الذين أضلّوهم في النار، ثم أخبر عنهم فقال {إِنَّهُمْ كَانُواْ} يعني: في الدنيا {إِذَا قِيلَ لَهُمْ لاَ إِلَـٰهَ إِلاَّ ٱللَّهُ} يعني: قولوا لا إلٰه إلا الله {يَسْتَكْبِرُونَ} عنها ولا يقولونها {وَيَقُولُونَ أَإِنَّا لَتَارِكُوۤاْ آلِهَتِنَا} يعني: أنترك عبادة آلهتنا {لِشَاعِرٍ} يعني: لقول شاعر {مَّجْنُونٍ} أي مغلوب على عقله، يقول الله تعالى {بَلْ جَاء بِٱلْحَقّ} يعني: بالقرآن، ويقال: بأمر التوحيد، ويقال جاء ببيان الحق {وَصَدَّقَ ٱلْمُرْسَلِينَ} الذين قبله، قال مقاتل يعني: صدق محمد - صلى الله عليه وسلم - بالمرسلين الذين قبله، وقال الكلبي: وبتصديق المرسلين الذين قبله ومعناهما واحد.,61
